Sheet,Final Reading (1=True),Final Tolerance (1=True),Head,Depth,Time seconds since 1Jan1904,Cumulative Volume,Sp. Cond. Value,Sp. Cond. %,Sp. Cond. Tolerance (1=True),DO Value,DO %,DO Tolerance (1=True),pH Value,pH %,pH Tolerance (1=True),ORP Value,ORP %,ORP Tolerance (1=True),Temp Value,Temp %,Temp. Tolerance (1=True),Salinity Value,Salinity %,Salinity Tolerance (1=True),Time (HH:MM:SS)
 1.000, 0.000, 1.000, 1.002, 0.000,3587725574.639,100.000, 0.000, 0.000, 1.000, 4.200,-2.778, 1.000, 7.360, 0.000, 1.000,447.000,-0.223, 1.000,19.900, 0.709, 1.000, 0.010, 0.000, 1.000, 0.000, 0.000, 0.000,10:26:14
 1.000, 1.000, 1.000, 1.002, 0.000,3587725599.186,100.000, 0.000, 0.000, 1.000, 4.210, 0.238, 1.000, 7.360, 0.000, 1.000,447.000, 0.000, 1.000,19.900, 0.000, 1.000, 0.010, 0.000, 1.000, 0.000, 0.000, 0.000,10:26:39
