SP    	Flow   Pressure  KPRO Box
1.670	37.998	24.272	806.000
1.666	34.260	23.529	801.000
1.675	34.260	23.529	801.000
1.673	34.260	23.529	801.000
1.657	34.139	48.000	800.000
1.652	46.598	50.569	810.000
1.662	40.368	45.924	810.000
1.662	40.368	57.971	804.000
1.662	39.040	45.971	806.000
1.662	39.040	48.091	806.000
1.662	39.040	48.270	800.000
1.662	39.040	47.450	800.000
1.697	41.315	46.083	801.000
