Sonde Company Name,Hydrolab,,,,,,,,
Sensor Model Number,Quanta,,,,,,,,
Sensor Version,3.1,,,,,,,,
Sensor Serial Number,ZQT00034,,,,,,,,
Date,6/12/2017 9:52,,,,,,,,
Time (s),Temperature,pH,Specific Conductance,Salinity,DO % saturation,DO,ORP,depth,battery
(s),(Deg C),,(mS/cm),PSS,%,(mg/L),mV,(m),(V)
1724.688,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1725.62,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1726.693,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1727.692,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1728.691,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1729.623,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1730.622,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1731.621,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1732.695,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1733.694,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1734.692,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1735.69,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1736.69,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1737.763,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1738.763,23.67,5.74,0,0.01,40,2.82,431,9.999,12.1
1739.761,23.67,5.74,0,0.01,40,2.82,431,9.999,12
1740.76,23.67,5.74,0,0.01,40,2.82,431,9.999,12
1741.759,23.67,5.74,0,0.01,40,2.82,431,9.999,12
1742.757,23.67,5.74,0,0.01,40,2.82,431,9.999,12
1743.756,23.67,5.74,0,0.01,40,2.82,431,9.999,12
1744.755,23.67,5.74,0,0.01,40,2.82,431,9.999,12
1745.753,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1746.752,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1747.751,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1748.825,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1749.824,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1750.898,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1751.895,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1752.828,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1753.827,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1754.825,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1755.826,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1756.824,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1757.823,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1758.821,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1759.896,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1760.894,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1761.893,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1762.892,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1763.89,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1764.889,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1765.962,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1766.961,23.67,5.75,0,0.01,40,2.82,431,9.999,12
1767.959,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1768.958,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1769.957,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1771.031,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1772.03,23.67,5.75,0,0.01,40,2.82,431,9.999,12.1
1773.104,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1774.103,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1775.101,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1776.1,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1777.174,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1778.173,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1779.172,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1780.17,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1781.169,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1782.242,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1783.241,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1784.24,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1785.238,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1786.238,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1787.236,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1788.31,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1789.308,23.67,5.75,0,0.01,40,2.83,431,9.999,12.1
1790.308,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1791.307,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1792.305,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1793.38,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1794.377,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1795.45,23.67,5.75,0,0.01,40,2.83,431,9.999,12
1796.449,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12
1797.448,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12
1798.446,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12
1799.52,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12
1800.517,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12
1801.516,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1802.516,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1803.514,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1804.588,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1805.586,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1806.585,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1807.518,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1808.45,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1809.448,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1810.522,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1811.521,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1812.52,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1813.518,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1814.517,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1815.59,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1816.59,23.67,5.75,0,0.01,40.1,2.83,431,9.999,12.1
1817.663,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12
1818.662,23.68,5.75,0.001,0.01,40.1,2.84,431,9.999,12
1819.593,23.68,5.75,0.001,0.01,40.1,2.84,431,9.999,12
1820.592,23.68,5.75,0.001,0.01,40.1,2.84,431,9.999,12
1821.665,23.68,5.75,0.001,0.01,40.1,2.84,431,9.999,12
1822.739,23.68,5.75,0.001,0.01,40.1,2.84,431,9.999,12
1823.738,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12.1
1824.737,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12.1
1825.736,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12.1
1826.809,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12.1
1827.808,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12.1
1828.882,23.67,5.75,0,0.01,40.1,2.84,431,9.999,12.1
1829.881,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1830.88,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1831.878,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1832.951,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1833.949,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1834.948,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12
1835.946,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12
1836.944,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12
1838.018,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12
1839.017,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12
1840.016,23.67,5.75,0,0.01,40.2,2.84,431,9.999,12
1841.014,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1842.013,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1843.013,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1844.086,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1845.085,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1846.083,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1847.082,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1848.081,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1849.154,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1850.153,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12.1
1851.226,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1852.225,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1853.224,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1854.223,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1855.296,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1856.294,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1857.293,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1858.226,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1859.159,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1860.232,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1861.231,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1862.305,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1863.304,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1864.303,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1865.301,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1866.374,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1867.373,23.68,5.75,0,0.01,40.2,2.84,431,9.999,12
1868.372,23.68,5.75,0,0.01,40.3,2.84,431,9.999,12
1869.371,23.68,5.75,0,0.01,40.3,2.84,431,9.999,12
1870.369,23.68,5.75,0,0.01,40.3,2.84,431,9.999,12
1871.443,23.68,5.75,0,0.01,40.3,2.84,431,9.999,12
1872.441,23.68,5.75,0,0.01,40.3,2.84,431,9.999,12
1873.44,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1874.439,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1875.437,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1876.436,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1877.509,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1878.509,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1879.508,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12.1
1880.506,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12.1
1881.504,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12.1
1882.578,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12.1
1883.577,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12.1
1884.65,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1885.581,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12
1886.579,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12
1887.578,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12
1888.577,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12
1889.576,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12
1890.575,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12.1
1891.573,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12.1
1892.505,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12.1
1893.579,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12.1
1894.578,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12.1
1895.652,23.68,5.76,0,0.01,40.3,2.85,431,9.999,12
1896.651,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1897.65,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1898.648,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1899.722,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1900.721,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1901.72,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1902.718,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1903.717,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1904.79,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1905.79,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1906.863,23.68,5.75,0,0.01,40.3,2.85,431,9.999,12
1907.862,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1908.86,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1909.859,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1910.932,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1912.006,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1913.006,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12.1
1914.005,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12.1
1914.938,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12.1
1916.01,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12.1
1917.008,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12.1
1918.082,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1919.081,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1920.08,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1921.079,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1922.152,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1923.15,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1924.148,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1925.147,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1926.145,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1927.219,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1928.218,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1929.291,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1930.292,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1931.29,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1932.288,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1933.362,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1934.361,23.68,5.76,0,0.01,40.4,2.85,431,9.999,12
1935.36,23.68,5.76,0,0.01,40.4,2.86,431,9.999,12.1
1936.292,23.68,5.76,0,0.01,40.4,2.86,431,9.999,12.1
1937.291,23.68,5.76,0,0.01,40.4,2.86,431,9.999,12.1
1938.364,23.68,5.76,0,0.01,40.4,2.86,431,9.999,12.1
1939.363,23.68,5.76,0,0.01,40.4,2.86,431,9.999,12.1
1940.437,23.68,5.76,0,0.01,40.4,2.86,431,9.999,12
1941.436,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1942.435,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1943.433,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1944.506,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1945.581,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1946.579,23.68,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1947.579,23.68,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1948.577,23.68,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1949.651,23.68,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1950.649,23.68,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1951.723,23.68,5.76,0,0.01,40.5,2.86,431,9.999,12
1952.721,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1953.72,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1954.718,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1955.792,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1956.79,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1957.788,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1958.787,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1959.718,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1960.793,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1961.791,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1962.864,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1963.863,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1964.796,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1965.795,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1966.869,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1967.867,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1968.866,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1969.865,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1970.796,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1971.869,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1972.868,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12
1973.867,23.69,5.76,0,0.01,40.5,2.86,431,9.999,12.1
1974.865,23.69,5.76,0,0.01,40.6,2.86,431,9.999,12.1
1975.864,23.69,5.76,0,0.01,40.6,2.86,431,9.999,12.1
1976.862,23.69,5.76,0,0.01,40.6,2.86,431,9.999,12.1
1977.935,23.69,5.76,0,0.01,40.6,2.86,431,9.999,12.1
1978.934,23.69,5.76,0,0.01,40.6,2.86,431,9.999,12.1
1979.932,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1980.93,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1981.929,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1983.004,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1984.003,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1985.002,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1986,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1986.999,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1987.998,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1989.072,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1990.07,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12
1991.068,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
1992.066,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
1993.065,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
1994.138,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
1995.137,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
1996.211,23.69,5.76,0,0.01,40.6,2.87,430,9.999,12
1997.21,23.69,5.76,0,0.01,40.6,2.87,430,9.999,12
1998.208,23.69,5.76,0,0.01,40.6,2.87,430,9.999,12
1999.208,23.69,5.76,0,0.01,40.6,2.87,430,9.999,12
2000.282,23.69,5.76,0,0.01,40.6,2.87,430,9.999,12
2001.28,23.69,5.76,0,0.01,40.6,2.87,430,9.999,12
2002.279,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
2003.212,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
2004.211,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
2005.283,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
2006.281,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
2007.355,23.69,5.76,0,0.01,40.6,2.87,431,9.999,12.1
2008.354,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12.1
2009.353,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12.1
2010.352,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12.1
2011.425,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12.1
2012.499,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12.1
2013.498,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12
2014.496,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12
2015.495,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12
2016.568,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12
2017.568,23.69,5.76,0,0.01,40.7,2.87,431,9.999,12
2018.641,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2019.574,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2020.572,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2021.571,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2022.644,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2023.643,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2024.642,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2025.64,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2026.638,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2027.712,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2028.711,23.69,5.76,0,0.01,40.7,2.88,431,9.999,12.1
2029.785,23.69,5.76,0,0.01,40.7,2.88,430,9.999,12.1
2030.783,23.7,5.76,0,0.01,40.7,2.88,430,9.999,12.1
2031.781,23.7,5.76,0,0.01,40.7,2.88,430,9.999,12.1
2032.78,23.7,5.76,0,0.01,40.7,2.88,430,9.999,12.1
2033.853,23.7,5.76,0,0.01,40.7,2.88,430,9.999,12.1
2034.853,23.7,5.76,0,0.01,40.7,2.88,430,9.999,12.1
2035.851,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2036.85,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2037.849,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2038.923,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2039.921,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2040.995,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2041.928,23.69,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2042.926,23.69,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2043.925,23.69,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2044.998,23.69,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2045.998,23.69,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2046.995,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12
2047.993,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12
2048.993,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12
2050.066,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12
2051.065,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12
2052.063,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2053.063,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2054.062,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2055.061,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2056.134,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2057.132,23.7,5.76,0,0.01,40.8,2.88,431,9.999,12.1
2058.13,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2059.13,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2060.127,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2061.2,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2062.198,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2063.272,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2064.271,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2065.27,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2066.268,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2067.341,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2068.339,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2069.338,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2070.337,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2071.335,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2072.408,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2073.407,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2074.48,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2075.478,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2076.477,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2077.475,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2078.548,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2079.547,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2080.546,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2081.545,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2082.544,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2083.616,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2084.614,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2085.688,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2086.686,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2087.686,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2088.684,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2089.683,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2090.682,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2091.68,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2092.679,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2093.678,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2094.752,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2095.751,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2096.824,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2097.822,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2098.821,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2099.82,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2100.894,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2101.892,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2102.891,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2103.889,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2104.822,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2105.896,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2106.894,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2107.968,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2108.967,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2109.965,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2110.964,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2112.038,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2113.111,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12
2114.109,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2115.108,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
2116.106,23.7,5.76,0,0.01,40.9,2.89,431,9.999,12.1
