Sonde Company Name,Hydrolab
Sensor Model Number,Quanta
Sensor Version,3.1
Sensor Serial Number,ZQT00034
Date,6/9/2017 1:04:58 PM
Time (s),Temperature,pH,Specific Conductance,Salinity,DO % saturation,DO,ORP,depth,battery
155.001,24.020,4.240,0.000,0.010,54.800,3.850,435.000,9.999,12.000
155.999,24.020,4.240,0.000,0.010,54.800,3.860,435.000,9.999,12.100
156.998,24.030,4.240,0.000,0.010,54.900,3.860,435.000,9.999,12.100
157.997,24.030,4.240,0.000,0.010,54.900,3.860,435.000,9.999,12.100
158.997,24.030,4.240,0.000,0.010,54.900,3.860,435.000,9.999,12.100
160.071,24.030,4.240,0.000,0.010,54.900,3.860,435.000,9.999,12.100
161.146,24.030,4.240,0.000,0.010,54.900,3.860,435.000,9.999,12.100
162.145,24.030,4.240,0.000,0.010,55.100,3.870,436.000,9.999,12.000
163.144,24.030,4.240,0.000,0.010,55.100,3.870,436.000,9.999,12.000
164.144,24.030,4.240,0.000,0.010,55.100,3.870,436.000,9.999,12.000
165.218,24.030,4.240,0.000,0.010,55.100,3.870,436.000,9.999,12.000
166.217,24.030,4.240,0.000,0.010,55.100,3.870,436.000,9.999,12.000
167.217,24.030,4.240,0.000,0.010,55.100,3.880,435.000,9.999,12.000
168.216,24.030,4.240,0.000,0.010,55.300,3.880,435.000,9.999,12.000
169.215,24.030,4.240,0.000,0.010,55.300,3.880,435.000,9.999,12.000
170.215,24.030,4.240,0.000,0.010,55.300,3.880,435.000,9.999,12.000
171.289,24.030,4.240,0.000,0.010,55.300,3.880,435.000,9.999,12.000
172.289,24.030,4.240,0.000,0.010,55.300,3.880,435.000,9.999,12.000
173.288,24.040,4.230,0.000,0.010,55.500,3.900,435.000,9.999,12.100
174.222,24.040,4.230,0.000,0.010,55.500,3.900,435.000,9.999,12.100
175.222,24.040,4.230,0.000,0.010,55.500,3.900,435.000,9.999,12.100
176.297,24.040,4.230,0.000,0.010,55.500,3.900,435.000,9.999,12.100
177.295,24.040,4.230,0.000,0.010,55.500,3.900,435.000,9.999,12.100
178.368,24.040,4.230,0.000,0.010,55.500,3.910,435.000,9.999,12.100
179.368,24.040,4.230,0.000,0.010,55.700,3.910,435.000,9.999,12.100
180.369,24.040,4.230,0.000,0.010,55.700,3.910,435.000,9.999,12.100
181.367,24.040,4.230,0.000,0.010,55.700,3.910,435.000,9.999,12.100
182.442,24.040,4.230,0.000,0.010,55.700,3.910,435.000,9.999,12.100
183.440,24.040,4.230,0.000,0.010,55.700,3.910,435.000,9.999,12.100
184.440,24.040,4.230,0.001,0.010,55.900,3.920,435.000,9.999,12.000
185.439,24.040,4.230,0.001,0.010,55.900,3.920,435.000,9.999,12.000
186.439,24.040,4.230,0.001,0.010,55.900,3.920,435.000,9.999,12.000
187.513,24.040,4.230,0.001,0.010,55.900,3.920,435.000,9.999,12.000
188.512,24.040,4.230,0.001,0.010,55.900,3.920,435.000,9.999,12.000
189.511,24.040,4.230,0.001,0.010,55.900,3.930,436.000,9.999,12.100
190.444,24.040,4.230,0.000,0.010,56.000,3.930,436.000,9.999,12.100
191.377,24.040,4.230,0.000,0.010,56.000,3.930,436.000,9.999,12.100
192.377,24.040,4.230,0.000,0.010,56.000,3.930,436.000,9.999,12.100
193.450,24.040,4.230,0.000,0.010,56.000,3.930,436.000,9.999,12.100
194.450,24.040,4.230,0.000,0.010,56.000,3.930,436.000,9.999,12.100
195.448,24.040,4.230,0.000,0.010,56.100,3.930,436.000,9.999,12.100
196.447,24.040,4.230,0.000,0.010,56.100,3.930,436.000,9.999,12.100
197.446,24.040,4.230,0.000,0.010,56.100,3.930,436.000,9.999,12.100
198.521,24.040,4.230,0.000,0.010,56.100,3.930,436.000,9.999,12.100
199.520,24.040,4.230,0.000,0.010,56.100,3.930,436.000,9.999,12.100
200.518,24.040,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.000
201.516,24.040,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.000
202.516,24.040,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.000
203.514,24.040,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.000
204.589,24.040,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.000
205.589,24.040,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.000
206.588,24.050,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.100
207.588,24.050,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.100
208.587,24.050,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.100
209.662,24.050,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.100
210.662,24.050,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.100
211.661,24.050,4.230,0.000,0.010,56.100,3.930,435.000,9.999,12.100
212.660,24.050,4.230,0.000,0.010,56.000,3.930,435.000,9.999,12.100
213.659,24.050,4.230,0.000,0.010,56.000,3.930,435.000,9.999,12.100
214.659,24.050,4.230,0.000,0.010,56.000,3.930,435.000,9.999,12.100
215.732,24.050,4.230,0.000,0.010,56.000,3.930,435.000,9.999,12.100
216.731,24.050,4.230,0.000,0.010,56.000,3.930,435.000,9.999,12.100
217.730,24.050,4.230,0.000,0.010,55.800,3.920,435.000,9.999,12.000
218.730,24.050,4.230,0.000,0.010,55.800,3.920,435.000,9.999,12.000
219.663,24.050,4.230,0.000,0.010,55.800,3.920,435.000,9.999,12.000
220.738,24.050,4.230,0.000,0.010,55.800,3.920,435.000,9.999,12.000
221.737,24.050,4.230,0.000,0.010,55.800,3.920,435.000,9.999,12.000
222.737,24.050,4.230,0.000,0.010,55.800,3.910,435.000,9.999,12.100
223.669,24.050,4.220,0.000,0.010,55.700,3.910,435.000,9.999,12.100
224.668,24.050,4.220,0.000,0.010,55.700,3.910,435.000,9.999,12.100
225.667,24.050,4.220,0.000,0.010,55.700,3.910,435.000,9.999,12.100
226.740,24.050,4.220,0.000,0.010,55.700,3.910,435.000,9.999,12.100
227.739,24.050,4.220,0.000,0.010,55.700,3.910,435.000,9.999,12.100
228.739,24.050,4.220,0.000,0.010,55.600,3.900,435.000,9.999,12.100
229.738,24.050,4.220,0.000,0.010,55.600,3.900,435.000,9.999,12.100
230.738,24.050,4.220,0.000,0.010,55.600,3.900,435.000,9.999,12.100
231.811,24.050,4.220,0.000,0.010,55.600,3.900,435.000,9.999,12.100
232.812,24.050,4.220,0.000,0.010,55.600,3.900,435.000,9.999,12.100
233.810,24.050,4.220,0.000,0.010,55.600,3.880,435.000,9.999,12.100
234.743,24.050,4.220,0.000,0.010,55.400,3.880,435.000,9.999,12.100
235.676,24.050,4.220,0.000,0.010,55.400,3.880,435.000,9.999,12.100
236.674,24.050,4.220,0.000,0.010,55.400,3.880,435.000,9.999,12.100
237.748,24.050,4.220,0.000,0.010,55.400,3.880,435.000,9.999,12.100
238.823,24.050,4.220,0.000,0.010,55.400,3.880,435.000,9.999,12.100
239.821,24.050,4.220,0.000,0.010,55.200,3.870,435.000,9.999,12.000
240.820,24.050,4.220,0.000,0.010,55.200,3.870,435.000,9.999,12.000
241.819,24.050,4.220,0.000,0.010,55.200,3.870,435.000,9.999,12.000
242.892,24.050,4.220,0.000,0.010,55.200,3.870,435.000,9.999,12.000
243.891,24.050,4.220,0.000,0.010,55.200,3.870,435.000,9.999,12.000
244.965,24.050,4.220,0.000,0.010,55.200,3.850,435.000,9.999,12.000
245.964,24.050,4.220,0.000,0.010,54.900,3.850,435.000,9.999,12.000
246.963,24.050,4.220,0.000,0.010,54.900,3.850,435.000,9.999,12.000
247.962,24.050,4.220,0.000,0.010,54.900,3.850,435.000,9.999,12.000
249.036,24.050,4.220,0.000,0.010,54.900,3.850,435.000,9.999,12.000
250.035,24.050,4.220,0.000,0.010,54.900,3.850,435.000,9.999,12.000
251.034,24.050,4.220,0.000,0.010,54.700,3.840,435.000,9.999,12.100
252.033,24.050,4.220,0.000,0.010,54.700,3.840,435.000,9.999,12.100
253.033,24.050,4.220,0.000,0.010,54.700,3.840,435.000,9.999,12.100
254.106,24.050,4.220,0.000,0.010,54.700,3.840,435.000,9.999,12.100
255.105,24.050,4.220,0.000,0.010,54.700,3.840,435.000,9.999,12.100
256.103,24.050,4.220,0.000,0.010,54.700,3.820,435.000,9.999,12.100
257.102,24.050,4.220,0.000,0.010,54.400,3.820,435.000,9.999,12.100
258.101,24.050,4.220,0.000,0.010,54.400,3.820,435.000,9.999,12.100
259.100,24.050,4.220,0.000,0.010,54.400,3.820,435.000,9.999,12.100
260.174,24.050,4.220,0.000,0.010,54.400,3.820,435.000,9.999,12.100
261.248,24.050,4.220,0.000,0.010,54.400,3.820,435.000,9.999,12.100
262.247,24.050,4.220,0.000,0.010,54.100,3.800,435.000,9.999,12.000
263.246,24.050,4.220,0.000,0.010,54.100,3.800,435.000,9.999,12.000
264.245,24.050,4.220,0.000,0.010,54.100,3.800,435.000,9.999,12.000
265.319,24.050,4.220,0.000,0.010,54.100,3.800,435.000,9.999,12.000
266.318,24.050,4.220,0.000,0.010,54.100,3.800,435.000,9.999,12.000
267.317,24.050,4.220,0.000,0.010,54.100,3.780,435.000,9.999,12.100
268.316,24.050,4.220,0.000,0.010,53.900,3.780,435.000,9.999,12.100
269.316,24.050,4.220,0.000,0.010,53.900,3.780,435.000,9.999,12.100
270.314,24.050,4.220,0.000,0.010,53.900,3.780,435.000,9.999,12.100
271.313,24.050,4.220,0.000,0.010,53.900,3.780,435.000,9.999,12.100
272.365,24.050,4.220,0.000,0.010,53.900,3.780,435.000,9.999,12.100
273.364,24.050,4.220,0.000,0.010,53.500,3.750,435.000,9.999,12.000
274.364,24.050,4.220,0.000,0.010,53.500,3.750,435.000,9.999,12.000
275.362,24.050,4.220,0.000,0.010,53.500,3.750,435.000,9.999,12.000
276.436,24.050,4.220,0.000,0.010,53.500,3.750,435.000,9.999,12.000
277.435,24.050,4.220,0.000,0.010,53.500,3.750,435.000,9.999,12.000
278.433,24.050,4.220,0.000,0.010,53.500,3.730,435.000,9.999,12.100
279.432,24.050,4.220,0.000,0.010,53.200,3.730,435.000,9.999,12.100
280.431,24.050,4.220,0.000,0.010,53.200,3.730,435.000,9.999,12.100
281.431,24.050,4.220,0.000,0.010,53.200,3.730,435.000,9.999,12.100
282.505,24.050,4.220,0.000,0.010,53.200,3.730,435.000,9.999,12.100
283.579,24.050,4.220,0.000,0.010,53.200,3.730,435.000,9.999,12.100
284.579,24.050,4.220,0.000,0.010,52.900,3.710,435.000,9.999,12.000
285.578,24.050,4.220,0.000,0.010,52.900,3.710,435.000,9.999,12.000
286.578,24.050,4.220,0.000,0.010,52.900,3.710,435.000,9.999,12.000
287.651,24.050,4.220,0.000,0.010,52.900,3.710,435.000,9.999,12.000
288.650,24.050,4.220,0.000,0.010,52.900,3.710,435.000,9.999,12.000
289.649,24.050,4.220,0.000,0.010,52.900,3.690,435.000,9.999,12.000
290.647,24.050,4.220,0.000,0.010,52.600,3.690,435.000,9.999,12.000
291.646,24.050,4.220,0.000,0.010,52.600,3.690,435.000,9.999,12.000
292.645,24.050,4.220,0.000,0.010,52.600,3.690,435.000,9.999,12.000
293.719,24.050,4.220,0.000,0.010,52.600,3.690,435.000,9.999,12.000
294.718,24.050,4.220,0.000,0.010,52.600,3.690,435.000,9.999,12.000
295.717,24.050,4.220,0.000,0.010,52.200,3.670,435.000,9.999,12.000
296.716,24.050,4.220,0.000,0.010,52.200,3.670,435.000,9.999,12.000
297.714,24.050,4.220,0.000,0.010,52.200,3.670,435.000,9.999,12.000
298.788,24.050,4.220,0.000,0.010,52.200,3.670,435.000,9.999,12.000
299.787,24.050,4.220,0.000,0.010,52.200,3.670,435.000,9.999,12.000
300.786,24.050,4.220,0.000,0.010,52.200,3.640,435.000,9.999,12.100
301.786,24.050,4.230,0.000,0.010,51.900,3.640,435.000,9.999,12.100
302.786,24.050,4.230,0.000,0.010,51.900,3.640,435.000,9.999,12.100
303.784,24.050,4.230,0.000,0.010,51.900,3.640,435.000,9.999,12.100
304.858,24.050,4.230,0.000,0.010,51.900,3.640,435.000,9.999,12.100
305.857,24.050,4.230,0.000,0.010,51.900,3.640,435.000,9.999,12.100
306.856,24.050,4.220,0.000,0.010,51.600,3.620,435.000,9.999,12.100
307.855,24.050,4.220,0.000,0.010,51.600,3.620,435.000,9.999,12.100
308.853,24.050,4.220,0.000,0.010,51.600,3.620,435.000,9.999,12.100
309.927,24.050,4.220,0.000,0.010,51.600,3.620,435.000,9.999,12.100
310.926,24.050,4.220,0.000,0.010,51.600,3.620,435.000,9.999,12.100
312.000,24.050,4.220,0.000,0.010,51.600,3.600,435.000,9.999,12.100
312.999,24.050,4.230,0.000,0.010,51.300,3.600,435.000,9.999,12.100
313.998,24.050,4.230,0.000,0.010,51.300,3.600,435.000,9.999,12.100
314.996,24.050,4.230,0.000,0.010,51.300,3.600,435.000,9.999,12.100
316.070,24.050,4.230,0.000,0.010,51.300,3.600,435.000,9.999,12.100
317.145,24.050,4.230,0.000,0.010,51.300,3.600,435.000,9.999,12.100
318.145,24.050,4.220,0.000,0.010,51.000,3.580,435.000,9.999,12.100
319.143,24.050,4.220,0.000,0.010,51.000,3.580,435.000,9.999,12.100
320.142,24.050,4.220,0.000,0.010,51.000,3.580,435.000,9.999,12.100
321.216,24.050,4.220,0.000,0.010,51.000,3.580,435.000,9.999,12.100
322.215,24.050,4.220,0.000,0.010,51.000,3.580,435.000,9.999,12.100
323.288,24.050,4.220,0.000,0.010,51.000,3.550,435.000,9.999,12.000
324.288,24.060,4.230,0.000,0.010,50.700,3.550,435.000,9.999,12.000
325.219,24.060,4.230,0.000,0.010,50.700,3.550,435.000,9.999,12.000
326.218,24.060,4.230,0.000,0.010,50.700,3.550,435.000,9.999,12.000
327.292,24.060,4.230,0.000,0.010,50.700,3.550,435.000,9.999,12.000
328.292,24.060,4.230,0.000,0.010,50.700,3.550,435.000,9.999,12.000
329.291,24.050,4.230,0.000,0.010,50.300,3.530,435.000,9.999,12.100
330.289,24.050,4.230,0.000,0.010,50.300,3.530,435.000,9.999,12.100
331.288,24.050,4.230,0.000,0.010,50.300,3.530,435.000,9.999,12.100
332.361,24.050,4.230,0.000,0.010,50.300,3.530,435.000,9.999,12.100
333.361,24.050,4.230,0.000,0.010,50.300,3.530,435.000,9.999,12.100
334.434,24.050,4.230,0.000,0.010,50.300,3.510,435.000,9.999,12.000
335.433,24.060,4.230,0.000,0.010,50.000,3.510,435.000,9.999,12.000
336.431,24.060,4.230,0.000,0.010,50.000,3.510,435.000,9.999,12.000
337.431,24.060,4.230,0.000,0.010,50.000,3.510,435.000,9.999,12.000
338.505,24.060,4.230,0.000,0.010,50.000,3.510,435.000,9.999,12.000
339.578,24.060,4.230,0.000,0.010,50.000,3.510,435.000,9.999,12.000
340.577,24.050,4.220,0.000,0.010,49.800,3.490,435.000,9.999,12.100
341.576,24.050,4.220,0.000,0.010,49.800,3.490,435.000,9.999,12.100
342.508,24.050,4.220,0.000,0.010,49.800,3.490,435.000,9.999,12.100
343.582,24.050,4.220,0.000,0.010,49.800,3.490,435.000,9.999,12.100
344.580,24.050,4.220,0.000,0.010,49.800,3.490,435.000,9.999,12.100
345.579,24.050,4.220,0.000,0.010,49.800,3.470,435.000,9.999,12.100
346.512,24.050,4.230,0.000,0.010,49.500,3.470,435.000,9.999,12.100
347.510,24.050,4.230,0.000,0.010,49.500,3.470,435.000,9.999,12.100
