Sonde Company Name,Hydrolab
Sensor Model Number,Quanta
Sensor Version,3.1
Sensor Serial Number,ZQT00034
Date,6/9/2017 1:04:58 PM
Time (s),Temperature,pH,Specific Conductance,Salinity,DO % saturation,DO,ORP,depth,battery
2256.138,24.200,4.740,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2257.137,24.200,4.740,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2258.209,24.200,4.740,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2259.208,24.200,4.740,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2260.279,24.200,4.740,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2261.278,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2262.275,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2263.273,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2264.344,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2265.342,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2266.338,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2267.337,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2268.333,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2269.407,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2270.404,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2271.478,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2272.408,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2273.405,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2274.402,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2275.475,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2276.545,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2277.544,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2278.540,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2279.471,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2280.544,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2281.542,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2282.615,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2283.612,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2284.608,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2285.607,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2286.678,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2287.675,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2288.672,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2289.668,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2290.665,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2291.737,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2292.734,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2293.807,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2294.738,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2295.735,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2296.733,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2297.804,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2298.801,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2299.800,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2300.797,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2301.796,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2302.867,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2303.866,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.000
2304.937,24.200,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2305.934,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2306.932,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2307.931,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2309.004,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2310.075,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2311.073,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2312.069,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2313.066,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2314.138,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2315.136,24.190,4.750,0.000,0.010,46.400,3.250,421.000,9.999,12.100
2316.132,24.190,4.750,0.000,0.010,46.400,3.240,421.000,9.999,12.100
2317.129,24.190,4.750,0.000,0.010,46.400,3.240,421.000,9.999,12.100
2318.060,24.190,4.750,0.000,0.010,46.400,3.240,421.000,9.999,12.100
2319.058,24.190,4.750,0.000,0.010,46.400,3.240,421.000,9.999,12.100
2320.132,24.190,4.750,0.000,0.010,46.400,3.240,421.000,9.999,12.100
2321.128,24.190,4.750,0.000,0.010,46.400,3.240,421.000,9.999,12.100
2322.127,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2323.126,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2324.123,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2325.193,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2326.192,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2327.263,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2328.262,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2329.261,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2330.257,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2331.328,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2332.326,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2333.322,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2334.319,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2335.316,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2336.389,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2337.387,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2338.460,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2339.458,24.190,4.750,0.001,0.010,46.300,3.240,421.000,9.999,12.100
2340.389,24.190,4.750,0.001,0.010,46.300,3.240,421.000,9.999,12.100
2341.387,24.190,4.750,0.001,0.010,46.300,3.240,421.000,9.999,12.100
2342.458,24.190,4.750,0.001,0.010,46.300,3.240,421.000,9.999,12.100
2343.457,24.190,4.750,0.001,0.010,46.300,3.240,421.000,9.999,12.100
2344.453,24.190,4.760,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2345.450,24.190,4.760,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2346.383,24.190,4.760,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2347.454,24.190,4.760,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2348.453,24.190,4.760,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2349.449,24.190,4.760,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2350.380,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2351.379,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2352.375,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2353.449,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2354.445,24.190,4.750,0.000,0.010,46.300,3.240,421.000,9.999,12.100
2355.442,24.190,4.760,0.000,0.010,46.200,3.240,421.000,9.999,12.100
2356.441,24.190,4.760,0.000,0.010,46.200,3.240,421.000,9.999,12.100
2357.439,24.190,4.760,0.000,0.010,46.200,3.240,421.000,9.999,12.100
2358.512,24.190,4.760,0.000,0.010,46.200,3.240,421.000,9.999,12.100
2359.510,24.190,4.760,0.000,0.010,46.200,3.240,421.000,9.999,12.100
2360.582,24.190,4.760,0.000,0.010,46.200,3.240,420.000,9.999,12.100
2361.512,24.180,4.760,0.000,0.010,46.200,3.240,420.000,9.999,12.100
2362.510,24.180,4.760,0.000,0.010,46.200,3.240,420.000,9.999,12.100
2363.508,24.180,4.760,0.000,0.010,46.200,3.240,420.000,9.999,12.100
2364.505,24.180,4.760,0.000,0.010,46.200,3.240,420.000,9.999,12.100
2365.503,24.180,4.760,0.000,0.010,46.200,3.240,420.000,9.999,12.100
2366.502,24.190,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2367.498,24.190,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2368.497,24.190,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2369.568,24.190,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2370.567,24.190,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2371.563,24.190,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2372.561,24.180,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2373.559,24.180,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2374.556,24.180,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2375.553,24.180,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2376.483,24.180,4.760,0.000,0.010,46.200,3.230,420.000,9.999,12.100
2377.479,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2378.477,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2379.409,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2380.481,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2381.479,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2382.551,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2383.549,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2384.547,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2385.545,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2386.618,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2387.617,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2388.615,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2389.612,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2390.608,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2391.681,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2392.678,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2393.751,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2394.749,24.190,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2395.745,24.190,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2396.742,24.190,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2397.816,24.190,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2398.812,24.190,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2399.809,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2400.807,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2401.737,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2402.809,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2403.806,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2404.803,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2405.801,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2406.731,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2407.729,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2408.802,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2409.800,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2410.798,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2411.794,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2412.792,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2413.865,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2414.863,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2415.936,24.180,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2416.934,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2417.931,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2418.929,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2420.002,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2420.998,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2421.995,24.170,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2422.994,24.170,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2423.925,24.170,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2424.997,24.170,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2425.995,24.170,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2426.993,24.170,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2427.989,24.170,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2428.986,24.170,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2429.985,24.170,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2431.057,24.170,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2432.055,24.170,4.760,0.000,0.010,46.100,3.230,420.000,9.999,12.000
2433.051,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2433.982,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2434.979,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2436.052,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2437.049,24.180,4.770,0.000,0.010,46.100,3.230,420.000,9.999,12.100
2438.120,24.180,4.770,0.000,0.010,46.100,3.220,420.000,9.999,12.100
2439.117,24.170,4.770,0.001,0.010,46.000,3.220,420.000,9.999,12.100
2440.114,24.170,4.770,0.001,0.010,46.000,3.220,420.000,9.999,12.100
2441.113,24.170,4.770,0.001,0.010,46.000,3.220,420.000,9.999,12.100
2442.184,24.170,4.770,0.001,0.010,46.000,3.220,420.000,9.999,12.100
2443.181,24.170,4.770,0.001,0.010,46.000,3.220,420.000,9.999,12.100
2444.177,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2445.174,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2446.172,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2447.243,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2448.242,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2449.313,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2450.312,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2451.244,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2452.241,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2453.315,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2454.311,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2455.308,24.180,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2456.305,24.180,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2457.302,24.180,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2458.375,24.180,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2459.371,24.180,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2460.445,24.180,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2461.375,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2462.372,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2463.369,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2464.440,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2465.438,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2466.434,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2467.433,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2468.429,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2469.502,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2470.498,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2471.496,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2472.493,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2473.491,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2474.487,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2475.561,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2476.557,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2477.554,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2478.552,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2479.550,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2480.622,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2481.618,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.000
2482.616,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2483.547,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2484.477,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2485.476,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2486.547,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2487.544,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2488.540,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2489.471,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2490.467,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2491.540,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2492.536,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2493.608,24.170,4.770,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2494.604,24.170,4.780,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2495.601,24.170,4.780,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2496.597,24.170,4.780,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2497.595,24.170,4.780,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2498.591,24.170,4.780,0.000,0.010,46.000,3.220,420.000,9.999,12.100
2499.588,24.170,4.780,0.000,0.010,45.900,3.220,420.000,9.999,12.100
2500.584,24.170,4.780,0.000,0.010,45.900,3.220,420.000,9.999,12.100
2501.582,24.170,4.780,0.000,0.010,45.900,3.220,420.000,9.999,12.100
2502.655,24.170,4.780,0.000,0.010,45.900,3.220,420.000,9.999,12.100
2503.652,24.170,4.780,0.000,0.010,45.900,3.220,420.000,9.999,12.100
2504.651,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2505.647,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2506.644,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2507.642,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2508.713,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2509.710,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2510.707,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2511.704,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2512.702,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2513.774,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2514.772,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2515.771,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2516.769,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2517.767,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2518.763,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2519.837,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2520.833,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2521.830,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2522.827,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2523.825,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2524.898,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2525.895,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2526.894,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2527.890,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2528.887,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2529.886,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2530.882,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2531.954,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2532.951,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2533.948,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2534.944,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2536.016,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2537.012,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2538.084,24.160,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2539.015,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2540.013,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2541.010,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2542.082,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2543.080,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2544.079,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2545.076,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2546.006,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2547.078,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2548.074,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2549.145,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2550.142,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2551.140,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2552.137,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2553.208,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2554.280,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2555.276,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2556.274,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2557.272,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2558.343,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2559.341,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2560.337,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2561.268,24.170,4.780,0.001,0.010,45.900,3.210,420.000,9.999,12.100
2562.265,24.170,4.780,0.001,0.010,45.900,3.210,420.000,9.999,12.100
2563.263,24.170,4.780,0.001,0.010,45.900,3.210,420.000,9.999,12.100
2564.337,24.170,4.780,0.001,0.010,45.900,3.210,420.000,9.999,12.100
2565.408,24.170,4.780,0.001,0.010,45.900,3.210,420.000,9.999,12.100
2566.406,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2567.403,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2568.401,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2569.472,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2570.469,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.000
2571.466,24.170,4.780,0.000,0.010,45.900,3.210,420.000,9.999,12.100
2572.462,24.170,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2573.460,24.170,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2574.459,24.170,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2575.532,24.170,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2576.528,24.170,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2577.525,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2578.522,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2579.520,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2580.594,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2581.591,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.100
2582.664,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.000
2583.663,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.000
2584.662,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.000
2585.664,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.000
2586.737,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.000
2587.734,24.160,4.780,0.000,0.010,45.800,3.210,420.000,9.999,12.000
2588.732,24.160,4.780,0.000,0.010,45.800,3.210,419.000,9.999,12.100
2589.729,24.160,4.780,0.000,0.010,45.800,3.210,419.000,9.999,12.100
2590.727,24.160,4.780,0.000,0.010,45.800,3.210,419.000,9.999,12.100
2591.798,24.160,4.780,0.000,0.010,45.800,3.210,419.000,9.999,12.100
2592.796,24.160,4.780,0.000,0.010,45.800,3.210,419.000,9.999,12.100
2593.793,24.160,4.780,0.000,0.010,45.800,3.200,420.000,9.999,12.100
2594.791,24.160,4.790,0.000,0.010,45.800,3.200,420.000,9.999,12.100
2595.790,24.160,4.790,0.000,0.010,45.800,3.200,420.000,9.999,12.100
2596.786,24.160,4.790,0.000,0.010,45.800,3.200,420.000,9.999,12.100
